ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track.id,time_signature,added_at,is_local,primary_color,added_by.id,track.disc_number,track.duration_ms,track.episode,track.explicit,track.href,track.is_local,track.name,track.popularity,track.preview_url,track.track,track.track_number,track.type,track.uri,track.album.album_type,track.album.href,track.album.id,track.album.name,track.album.release_date,track.album.release_date_precision,track.album.total_tracks,track.album.type,track.album.uri,track.album.external_urls.spotify,track.external_ids.isrc,track.external_urls.spotify,video_thumbnail.url,key_name,mode_name,key_mode
448,0.706,0.38,2,-6.744,1,0.327,0.511,0,0.245,0.381,64.859,3ZFekh9adaBDBxugiWwIJU,4,2019-10-30T02:07:30Z,FALSE,NA,kesarleon,1,193906,FALSE,TRUE,https://api.spotify.com/v1/tracks/3ZFekh9adaBDBxugiWwIJU,FALSE,Saint Nobody,45,NA,TRUE,1,track,spotify:track:3ZFekh9adaBDBxugiWwIJU,album,https://api.spotify.com/v1/albums/0dZlf6U1djSwKxMrJ0RZgQ,0dZlf6U1djSwKxMrJ0RZgQ,Being Human In Public,19/10/2018,day,7,album,spotify:album:0dZlf6U1djSwKxMrJ0RZgQ,https://open.spotify.com/album/0dZlf6U1djSwKxMrJ0RZgQ,USUG11801521,https://open.spotify.com/track/3ZFekh9adaBDBxugiWwIJU,NA,D,major,D major
449,0.733,0.642,9,-8.486,1,0.267,0.304,0.000276,0.098,0.72,90.018,7uS39VvoUbsXQsgtUa39sR,4,2019-11-05T23:14:57Z,FALSE,NA,kesarleon,1,271546,FALSE,FALSE,https://api.spotify.com/v1/tracks/7uS39VvoUbsXQsgtUa39sR,FALSE,Amor Sin Cláusulas,47,https://p.scdn.co/mp3-preview/20e6a3c432dd4e68c872c8e9c6fa67f35e3df24f?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,11,track,spotify:track:7uS39VvoUbsXQsgtUa39sR,album,https://api.spotify.com/v1/albums/5HTtQMQxpNk64Uj1zXjufs,5HTtQMQxpNk64Uj1zXjufs,El Círculo (Versión Exclusiva de Spotify),23/09/2016,day,18,album,spotify:album:5HTtQMQxpNk64Uj1zXjufs,https://open.spotify.com/album/5HTtQMQxpNk64Uj1zXjufs,ES6081641211,https://open.spotify.com/track/7uS39VvoUbsXQsgtUa39sR,NA,A,major,A major
450,0.276,0.91,2,-7.465,1,0.0491,0.00101,0.0014,0.276,0.935,166.469,6yIaRcvzhIrukxS4VVhil0,4,2019-11-07T14:41:02Z,FALSE,NA,kesarleon,1,91240,FALSE,FALSE,https://api.spotify.com/v1/tracks/6yIaRcvzhIrukxS4VVhil0,FALSE,Minor Threat,52,https://p.scdn.co/mp3-preview/01e2ca4cfa0f41ed1e665100992b3b5f03eaa6d9?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,8,track,spotify:track:6yIaRcvzhIrukxS4VVhil0,album,https://api.spotify.com/v1/albums/29cV9KKP4Wr07poFUHBsbC,29cV9KKP4Wr07poFUHBsbC,First Two Seven Inches,01/06/1984,day,14,album,spotify:album:29cV9KKP4Wr07poFUHBsbC,https://open.spotify.com/album/29cV9KKP4Wr07poFUHBsbC,US35U1301208,https://open.spotify.com/track/6yIaRcvzhIrukxS4VVhil0,NA,D,major,D major
451,0.744,0.836,4,-6.308,0,0.0468,0.439,0.00294,0.0978,0.224,96.998,1aU5vxr8ydjLIRd2Gbpjtu,4,2019-11-07T15:26:08Z,FALSE,NA,kesarleon,1,334240,FALSE,TRUE,https://api.spotify.com/v1/tracks/1aU5vxr8ydjLIRd2Gbpjtu,FALSE,"Urgent, Important, Please Read (feat. Rockwell Knuckles, Tef Poe, Daemon)",0,NA,TRUE,1,track,spotify:track:1aU5vxr8ydjLIRd2Gbpjtu,single,https://api.spotify.com/v1/albums/5KBQ3MRflpiWrger5p8Ls4,5KBQ3MRflpiWrger5p8Ls4,"Urgent, Important, Please Read (feat. Rockwell Knuckles, Tef Poe, Daemon)",09/10/2019,day,1,album,spotify:album:5KBQ3MRflpiWrger5p8Ls4,https://open.spotify.com/album/5KBQ3MRflpiWrger5p8Ls4,QM8RL1900940,https://open.spotify.com/track/1aU5vxr8ydjLIRd2Gbpjtu,NA,E,minor,E minor
452,0.744,0.667,4,-7.539,0,0.063,0.0679,0.36,0.306,0.766,90.387,17pZkzLQEYOLofQRfWaAtA,4,2019-11-12T02:28:42Z,FALSE,NA,kesarleon,2,307093,FALSE,FALSE,https://api.spotify.com/v1/tracks/17pZkzLQEYOLofQRfWaAtA,FALSE,Walkabout,21,https://p.scdn.co/mp3-preview/5ebafa600f56f5cefa4ed114e5d35bcdef2825a6?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,8,track,spotify:track:17pZkzLQEYOLofQRfWaAtA,compilation,https://api.spotify.com/v1/albums/7aOFj1yM42sm2gzmlPidPP,7aOFj1yM42sm2gzmlPidPP,The Studio Album Collection 1991 - 2011,12/12/2014,day,103,album,spotify:album:7aOFj1yM42sm2gzmlPidPP,https://open.spotify.com/album/7aOFj1yM42sm2gzmlPidPP,USWB19500372,https://open.spotify.com/track/17pZkzLQEYOLofQRfWaAtA,NA,E,minor,E minor
453,0.426,0.929,2,-6.729,1,0.0701,0.00162,0.105,0.0789,0.539,127.059,1MQTmpYOZ6fcMQc56Hdo7T,4,2019-11-20T14:53:05Z,FALSE,NA,kesarleon,1,205600,FALSE,FALSE,https://api.spotify.com/v1/tracks/1MQTmpYOZ6fcMQc56Hdo7T,FALSE,Sleep Now In the Fire,67,https://p.scdn.co/mp3-preview/58b269fc478ba0d86a0f8807a08587746d15317a?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,5,track,spotify:track:1MQTmpYOZ6fcMQc56Hdo7T,album,https://api.spotify.com/v1/albums/2eia0myWFgoHuttJytCxgX,2eia0myWFgoHuttJytCxgX,The Battle Of Los Angeles,02/11/1999,day,12,album,spotify:album:2eia0myWFgoHuttJytCxgX,https://open.spotify.com/album/2eia0myWFgoHuttJytCxgX,USSM19920168,https://open.spotify.com/track/1MQTmpYOZ6fcMQc56Hdo7T,NA,D,major,D major
454,0.669,0.914,10,-6.034,0,0.0373,0.0495,0.00967,0.24,0.539,115.02,1ZEEm3E9Yvho5mYyzGFvxy,4,2019-11-21T13:20:52Z,FALSE,NA,kesarleon,1,198260,FALSE,FALSE,https://api.spotify.com/v1/tracks/1ZEEm3E9Yvho5mYyzGFvxy,FALSE,Fluttering In The Floodlights,37,https://p.scdn.co/mp3-preview/15107468a7a8883d174fcb68d74126da552522f6?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,1,track,spotify:track:1ZEEm3E9Yvho5mYyzGFvxy,single,https://api.spotify.com/v1/albums/65mdNuu2hdtDb1LjKcJKyM,65mdNuu2hdtDb1LjKcJKyM,Fluttering In The Floodlights,10/04/2019,day,1,album,spotify:album:65mdNuu2hdtDb1LjKcJKyM,https://open.spotify.com/album/65mdNuu2hdtDb1LjKcJKyM,GBMA21952000,https://open.spotify.com/track/1ZEEm3E9Yvho5mYyzGFvxy,NA,A#,minor,A# minor
455,0.449,0.515,1,-10.854,0,0.0605,0.436,0.0364,0.105,0.873,179.82,4ch6m8hv0YfRBLQJnr7saH,4,2019-11-22T15:29:28Z,FALSE,NA,kesarleon,1,291255,FALSE,FALSE,https://api.spotify.com/v1/tracks/4ch6m8hv0YfRBLQJnr7saH,FALSE,Escarlata,28,https://p.scdn.co/mp3-preview/e9e755de2617ea359b8124805c9f927c469f0cf3?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,3,track,spotify:track:4ch6m8hv0YfRBLQJnr7saH,album,https://api.spotify.com/v1/albums/1pmuUGKQdl3yIAIMZucjKu,1pmuUGKQdl3yIAIMZucjKu,Nuevos Aires,22/11/2019,day,10,album,spotify:album:1pmuUGKQdl3yIAIMZucjKu,https://open.spotify.com/album/1pmuUGKQdl3yIAIMZucjKu,USUYG1281238,https://open.spotify.com/track/4ch6m8hv0YfRBLQJnr7saH,NA,C#,minor,C# minor
456,0.474,0.418,0,-9.654,1,0.03,0.515,0.000342,0.0535,0.504,83.18,3L60Vu9qmY6fg2QroRIxgi,3,2019-11-24T16:50:31Z,FALSE,NA,kesarleon,1,238600,FALSE,FALSE,https://api.spotify.com/v1/tracks/3L60Vu9qmY6fg2QroRIxgi,FALSE,Cry Baby,63,https://p.scdn.co/mp3-preview/8fb5bc172c718d6b52b450f889d30d6732da144d?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,2,track,spotify:track:3L60Vu9qmY6fg2QroRIxgi,album,https://api.spotify.com/v1/albums/3j7nicLAWXM0Fb08q9XGyf,3j7nicLAWXM0Fb08q9XGyf,Pearl (Legacy Edition),11/01/1971,day,29,album,spotify:album:3j7nicLAWXM0Fb08q9XGyf,https://open.spotify.com/album/3j7nicLAWXM0Fb08q9XGyf,USSM17000785,https://open.spotify.com/track/3L60Vu9qmY6fg2QroRIxgi,NA,C,major,C major
457,0.246,0.555,9,-9.276,0,0.0493,0.35,2.69E-06,0.194,0.276,73.314,6iAoT64hoTLHjznFRa7C7p,4,2019-12-01T02:31:00Z,FALSE,NA,kesarleon,1,408232,FALSE,FALSE,https://api.spotify.com/v1/tracks/6iAoT64hoTLHjznFRa7C7p,FALSE,Ballad of a Thin Man,45,https://p.scdn.co/mp3-preview/04bb61dea1b9a70810aaba24081f29546026fccc?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,1,track,spotify:track:6iAoT64hoTLHjznFRa7C7p,single,https://api.spotify.com/v1/albums/7IovXZkKeCPMmDomGOcgvZ,7IovXZkKeCPMmDomGOcgvZ,Ballad of a Thin Man,20/09/2019,day,1,album,spotify:album:7IovXZkKeCPMmDomGOcgvZ,https://open.spotify.com/album/7IovXZkKeCPMmDomGOcgvZ,GB5KW1902875,https://open.spotify.com/track/6iAoT64hoTLHjznFRa7C7p,NA,A,minor,A minor
458,0.714,0.957,1,-7.142,1,0.0611,0.012,0.229,0.195,0.567,116.001,2g5xQZ0SQ49k8UC2ClMYE2,4,2019-12-02T00:10:13Z,FALSE,NA,kesarleon,1,218400,FALSE,FALSE,https://api.spotify.com/v1/tracks/2g5xQZ0SQ49k8UC2ClMYE2,FALSE,If Everybody Looked the Same,20,https://p.scdn.co/mp3-preview/5f5f4066d18a9a5bf84435085f4da123b704c640?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,5,track,spotify:track:2g5xQZ0SQ49k8UC2ClMYE2,album,https://api.spotify.com/v1/albums/0Mdp2G3uLOoCKbJezjA1Nu,0Mdp2G3uLOoCKbJezjA1Nu,Vertigo,27/08/1999,day,12,album,spotify:album:0Mdp2G3uLOoCKbJezjA1Nu,https://open.spotify.com/album/0Mdp2G3uLOoCKbJezjA1Nu,GBAHK9900056,https://open.spotify.com/track/2g5xQZ0SQ49k8UC2ClMYE2,NA,C#,major,C# major
459,0.854,0.71,4,-6.32,0,0.0793,0.0113,8.72E-05,0.166,0.818,106.894,3TZwjdclvWt7iPJUnMpgcs,4,2019-12-02T01:57:57Z,FALSE,NA,kesarleon,1,214946,FALSE,FALSE,https://api.spotify.com/v1/tracks/3TZwjdclvWt7iPJUnMpgcs,FALSE,Jump Around,74,https://p.scdn.co/mp3-preview/8c0563c907c9415db2c1f73220340325d27dd84d?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,2,track,spotify:track:3TZwjdclvWt7iPJUnMpgcs,album,https://api.spotify.com/v1/albums/2z37UnazitI7yDEF0IjE0v,2z37UnazitI7yDEF0IjE0v,House of Pain (Fine Malt Lyrics),21/07/1992,day,19,album,spotify:album:2z37UnazitI7yDEF0IjE0v,https://open.spotify.com/album/2z37UnazitI7yDEF0IjE0v,USTB10300119,https://open.spotify.com/track/3TZwjdclvWt7iPJUnMpgcs,NA,E,minor,E minor
460,0.521,0.614,6,-10.131,1,0.0351,0.0676,0.147,0.0983,0.758,167.121,4SaWqgNnnTVN3LOIYlY2WT,4,2019-12-04T04:50:48Z,FALSE,NA,kesarleon,1,300986,FALSE,FALSE,https://api.spotify.com/v1/tracks/4SaWqgNnnTVN3LOIYlY2WT,FALSE,Six Days,39,NA,TRUE,9,track,spotify:track:4SaWqgNnnTVN3LOIYlY2WT,compilation,https://api.spotify.com/v1/albums/4sYfLmgzqy0enDlFDHo9Ih,4sYfLmgzqy0enDlFDHo9Ih,Reconstructed : The Best Of DJ Shadow,01/01/2012,day,16,album,spotify:album:4sYfLmgzqy0enDlFDHo9Ih,https://open.spotify.com/album/4sYfLmgzqy0enDlFDHo9Ih,GBAQH0200012,https://open.spotify.com/track/4SaWqgNnnTVN3LOIYlY2WT,NA,F#,major,F# major
461,0.477,0.801,2,-8.445,0,0.0921,0.232,0.0127,0.117,0.134,114.987,3afzu5IjuUC6OFgPG1qqtR,4,2019-12-05T15:05:27Z,FALSE,NA,kesarleon,1,319500,FALSE,FALSE,https://api.spotify.com/v1/tracks/3afzu5IjuUC6OFgPG1qqtR,FALSE,Gotas de Vinagre,36,https://p.scdn.co/mp3-preview/28520b907c6baff39addd0b76c36cc86894c4507?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,9,track,spotify:track:3afzu5IjuUC6OFgPG1qqtR,album,https://api.spotify.com/v1/albums/0sdl8YiTx1f70I1ArqJR4O,0sdl8YiTx1f70I1ArqJR4O,Calma,14/06/2019,day,9,album,spotify:album:0sdl8YiTx1f70I1ArqJR4O,https://open.spotify.com/album/0sdl8YiTx1f70I1ArqJR4O,MXG381900007,https://open.spotify.com/track/3afzu5IjuUC6OFgPG1qqtR,NA,D,minor,D minor
462,0.431,0.9,0,-5.851,1,0.0404,0.000395,0.0335,0.144,0.85,180.091,0kxtF2msgGpsEc0uUFztYc,4,2019-12-07T21:01:26Z,FALSE,NA,kesarleon,1,223977,FALSE,FALSE,https://api.spotify.com/v1/tracks/0kxtF2msgGpsEc0uUFztYc,FALSE,Tú y Yo,13,https://p.scdn.co/mp3-preview/b57a155508bd123dce723198a156bd006bdf2b5d?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,6,track,spotify:track:0kxtF2msgGpsEc0uUFztYc,album,https://api.spotify.com/v1/albums/4G8XOBZJbbdUfviwm0Jc8i,4G8XOBZJbbdUfviwm0Jc8i,Soy Pandillero,22/01/2019,day,7,album,spotify:album:4G8XOBZJbbdUfviwm0Jc8i,https://open.spotify.com/album/4G8XOBZJbbdUfviwm0Jc8i,US7VG1920982,https://open.spotify.com/track/0kxtF2msgGpsEc0uUFztYc,NA,C,major,C major
463,0.572,0.404,10,-10.395,1,0.0281,0.618,0.000183,0.12,0.278,119.07,3eEfDn169FaQiNJNtQRqq9,4,2019-12-10T05:04:31Z,FALSE,NA,kesarleon,2,350186,FALSE,FALSE,https://api.spotify.com/v1/tracks/3eEfDn169FaQiNJNtQRqq9,FALSE,Think Twice,8,https://p.scdn.co/mp3-preview/910c63f924db7b9c5f81e7e4882a775b770f2a23?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,2,track,spotify:track:3eEfDn169FaQiNJNtQRqq9,album,https://api.spotify.com/v1/albums/1f4Kka8U0BKCQbxraElEL5,1f4Kka8U0BKCQbxraElEL5,GA10,07/11/2007,day,28,album,spotify:album:1f4Kka8U0BKCQbxraElEL5,https://open.spotify.com/album/1f4Kka8U0BKCQbxraElEL5,GBAHK0200151,https://open.spotify.com/track/3eEfDn169FaQiNJNtQRqq9,NA,A#,major,A# major
464,0.659,0.528,0,-10.101,1,0.0445,0.0557,0,0.0896,0.765,152.163,0TaVjqxCBLG7p2dnwTYfti,4,2019-12-09T14:04:21Z,FALSE,NA,kesarleon,1,157988,FALSE,FALSE,https://api.spotify.com/v1/tracks/0TaVjqxCBLG7p2dnwTYfti,FALSE,Barata y Descontó,38,https://p.scdn.co/mp3-preview/76b11e1cdef331af250cfeb0c9a96dd2aaa6afec?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,5,track,spotify:track:0TaVjqxCBLG7p2dnwTYfti,album,https://api.spotify.com/v1/albums/1eW1g24GLcMwUKFyQBX5vx,1eW1g24GLcMwUKFyQBX5vx,En Sentido Contrario,21/03/2014,day,12,album,spotify:album:1eW1g24GLcMwUKFyQBX5vx,https://open.spotify.com/album/1eW1g24GLcMwUKFyQBX5vx,FR6V82467074,https://open.spotify.com/track/0TaVjqxCBLG7p2dnwTYfti,NA,C,major,C major
465,0.539,0.12,6,-14.916,0,0.0322,0.529,0.0592,0.109,0.289,102.702,39sod67vZ21ZMHWg5sfbqW,3,2019-12-10T05:14:41Z,FALSE,NA,kesarleon,1,457280,FALSE,FALSE,https://api.spotify.com/v1/tracks/39sod67vZ21ZMHWg5sfbqW,FALSE,Tin Pan Alley (AKA Roughest Place in Town) - 1982 Version,40,https://p.scdn.co/mp3-preview/41c1ef19da997fa275480096ee84c7d39c0db10b?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,11,track,spotify:track:39sod67vZ21ZMHWg5sfbqW,album,https://api.spotify.com/v1/albums/1AL5oXZRtTc8PyhcTwg4xQ,1AL5oXZRtTc8PyhcTwg4xQ,Texas Flood (Legacy Edition),1983,year,20,album,spotify:album:1AL5oXZRtTc8PyhcTwg4xQ,https://open.spotify.com/album/1AL5oXZRtTc8PyhcTwg4xQ,USSM18200435,https://open.spotify.com/track/39sod67vZ21ZMHWg5sfbqW,NA,F#,minor,F# minor
466,0.761,0.847,7,-3.068,1,0.0417,0.0292,2.26E-06,0.39,0.765,91.519,3djNBlI7xOggg7pnsOLaNm,4,2019-12-13T22:40:54Z,FALSE,NA,kesarleon,1,284480,FALSE,TRUE,https://api.spotify.com/v1/tracks/3djNBlI7xOggg7pnsOLaNm,FALSE,California Love - Original Version,65,NA,TRUE,2,track,spotify:track:3djNBlI7xOggg7pnsOLaNm,compilation,https://api.spotify.com/v1/albums/4Y9ISbppFbwk0r1XCLUi0I,4Y9ISbppFbwk0r1XCLUi0I,The Best of 2Pac,03/12/2007,day,11,album,spotify:album:4Y9ISbppFbwk0r1XCLUi0I,https://open.spotify.com/album/4Y9ISbppFbwk0r1XCLUi0I,USUG10702628,https://open.spotify.com/track/3djNBlI7xOggg7pnsOLaNm,NA,G,major,G major
467,0.675,0.8,4,-7.641,1,0.514,0.587,0,0.222,0.922,168.048,7zmDFfSrtSd2JeqBqRqUmV,4,2019-12-18T15:06:07Z,FALSE,NA,kesarleon,1,281080,FALSE,TRUE,https://api.spotify.com/v1/tracks/7zmDFfSrtSd2JeqBqRqUmV,FALSE,Pa'l Norte (feat. Orishas),53,https://p.scdn.co/mp3-preview/a05df348d28853acb9a63d16ee260c5400938d89?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,10,track,spotify:track:7zmDFfSrtSd2JeqBqRqUmV,album,https://api.spotify.com/v1/albums/1Tng1uGqDjFgs6n4Ud25fH,1Tng1uGqDjFgs6n4Ud25fH,Residente o Visitante,19/04/2007,day,19,album,spotify:album:1Tng1uGqDjFgs6n4Ud25fH,https://open.spotify.com/album/1Tng1uGqDjFgs6n4Ud25fH,USSD10704059,https://open.spotify.com/track/7zmDFfSrtSd2JeqBqRqUmV,NA,E,major,E major
468,0.809,0.792,7,-8.481,1,0.054,0.0361,0.0504,0.341,0.941,107.273,6uUyZC6Bhfj6Q29stciUz0,4,2019-12-18T15:15:14Z,FALSE,NA,kesarleon,1,239621,FALSE,FALSE,https://api.spotify.com/v1/tracks/6uUyZC6Bhfj6Q29stciUz0,FALSE,Like Sugar,47,NA,TRUE,1,track,spotify:track:6uUyZC6Bhfj6Q29stciUz0,single,https://api.spotify.com/v1/albums/3edkONJA38EZmrzzkG0sKn,3edkONJA38EZmrzzkG0sKn,Like Sugar - EP,14/06/2018,day,3,album,spotify:album:3edkONJA38EZmrzzkG0sKn,https://open.spotify.com/album/3edkONJA38EZmrzzkG0sKn,GBUM71802132,https://open.spotify.com/track/6uUyZC6Bhfj6Q29stciUz0,NA,G,major,G major
469,0.745,0.447,9,-10.581,0,0.224,0.797,0.00217,0.106,0.369,85.005,5zmumkp3vu82lQKtUyI4We,4,2019-12-26T15:20:42Z,FALSE,NA,kesarleon,1,194823,FALSE,FALSE,https://api.spotify.com/v1/tracks/5zmumkp3vu82lQKtUyI4We,FALSE,Wrong Lesson,4,NA,TRUE,2,track,spotify:track:5zmumkp3vu82lQKtUyI4We,single,https://api.spotify.com/v1/albums/4x3ZEiFVmFXOXXop6R3GHu,4x3ZEiFVmFXOXXop6R3GHu,DDD,28/03/2018,day,3,album,spotify:album:4x3ZEiFVmFXOXXop6R3GHu,https://open.spotify.com/album/4x3ZEiFVmFXOXXop6R3GHu,GBKPL1802049,https://open.spotify.com/track/5zmumkp3vu82lQKtUyI4We,NA,A,minor,A minor
470,0.548,0.791,7,-5.904,1,0.382,0.651,0,0.365,0.278,104.523,5aPBjXn28piLM1jCFeg45B,5,2019-12-26T16:23:38Z,FALSE,NA,kesarleon,1,256237,FALSE,TRUE,https://api.spotify.com/v1/tracks/5aPBjXn28piLM1jCFeg45B,FALSE,Let Me Know (feat. Tori Solkowski),49,https://p.scdn.co/mp3-preview/d1af5ba951ed767169c123db997043b61b75faf9?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,7,track,spotify:track:5aPBjXn28piLM1jCFeg45B,album,https://api.spotify.com/v1/albums/4dR2U031e2XkziQH53khB9,4dR2U031e2XkziQH53khB9,I Could Not Plan This,18/09/2017,day,15,album,spotify:album:4dR2U031e2XkziQH53khB9,https://open.spotify.com/album/4dR2U031e2XkziQH53khB9,TCACZ1745418,https://open.spotify.com/track/5aPBjXn28piLM1jCFeg45B,NA,G,major,G major
471,0.675,0.56,4,-6.024,0,0.0643,0.0112,0.00403,0.137,0.551,178.555,0ReEEk6xty0IlNrZg2m6ZZ,4,2019-12-28T04:10:38Z,FALSE,NA,kesarleon,1,219332,FALSE,FALSE,https://api.spotify.com/v1/tracks/0ReEEk6xty0IlNrZg2m6ZZ,FALSE,Make It Better (feat. Smokey Robinson),46,https://p.scdn.co/mp3-preview/f9f09c5767da9a1df32dc2611e83ab911dacf081?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,2,track,spotify:track:0ReEEk6xty0IlNrZg2m6ZZ,album,https://api.spotify.com/v1/albums/3PtuJpymTUaxdNUTAEZXVw,3PtuJpymTUaxdNUTAEZXVw,Ventura,12/04/2019,day,11,album,spotify:album:3PtuJpymTUaxdNUTAEZXVw,https://open.spotify.com/album/3PtuJpymTUaxdNUTAEZXVw,ZZOPM1900918,https://open.spotify.com/track/0ReEEk6xty0IlNrZg2m6ZZ,NA,E,minor,E minor
472,0.506,0.887,0,-7.897,1,0.038,0.000795,0.00307,0.124,0.762,171.081,3yyYsdH3XZ030wabw9w6Fp,4,2019-12-30T12:52:46Z,FALSE,NA,kesarleon,1,135301,FALSE,FALSE,https://api.spotify.com/v1/tracks/3yyYsdH3XZ030wabw9w6Fp,FALSE,Shallow,8,https://p.scdn.co/mp3-preview/1a3a79384e18871b68b1046fc85ca913b521af81?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,1,track,spotify:track:3yyYsdH3XZ030wabw9w6Fp,album,https://api.spotify.com/v1/albums/3gNyjWKWqo2QefC1MXLW8H,3gNyjWKWqo2QefC1MXLW8H,Stop - Start,04/05/2018,day,10,album,spotify:album:3gNyjWKWqo2QefC1MXLW8H,https://open.spotify.com/album/3gNyjWKWqo2QefC1MXLW8H,SEYOK1807594,https://open.spotify.com/track/3yyYsdH3XZ030wabw9w6Fp,NA,C,major,C major
473,0.814,0.672,9,-12.068,1,0.0619,0.0435,0,0.061,0.933,109.394,5uuJruktM9fMdN9Va0DUMl,4,2019-12-30T13:59:30Z,FALSE,NA,kesarleon,1,300000,FALSE,FALSE,https://api.spotify.com/v1/tracks/5uuJruktM9fMdN9Va0DUMl,FALSE,Play That Funky Music,68,https://p.scdn.co/mp3-preview/9084c1e6e8ed1e92ec3bb19a9f42bf5f8826763d?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,1,track,spotify:track:5uuJruktM9fMdN9Va0DUMl,album,https://api.spotify.com/v1/albums/27ompw8zlrCkWMacS21ysX,27ompw8zlrCkWMacS21ysX,Wild Cherry,1976,year,9,album,spotify:album:27ompw8zlrCkWMacS21ysX,https://open.spotify.com/album/27ompw8zlrCkWMacS21ysX,USSM19912699,https://open.spotify.com/track/5uuJruktM9fMdN9Va0DUMl,NA,A,major,A major
474,0.826,0.698,11,-4.004,1,0.151,0.0177,0.00761,0.314,0.604,100.108,1dstLlsgEFPsaiccsUz2SP,4,2019-12-30T14:00:48Z,FALSE,NA,kesarleon,1,255693,FALSE,FALSE,https://api.spotify.com/v1/tracks/1dstLlsgEFPsaiccsUz2SP,FALSE,Tres Delinquentes - Radio,57,https://p.scdn.co/mp3-preview/090a658f40bc2631cfa4709fc73592213e88e28b?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,39,track,spotify:track:1dstLlsgEFPsaiccsUz2SP,compilation,https://api.spotify.com/v1/albums/1tIioq32KjWlt5vvk5rhqX,1tIioq32KjWlt5vvk5rhqX,"Hip Hop 100 Hits - Urban rap & R n B anthems inc. Jay Z, A$ap Rocky, Wu-Tang Clan & Nas",19/04/2019,day,100,album,spotify:album:1tIioq32KjWlt5vvk5rhqX,https://open.spotify.com/album/1tIioq32KjWlt5vvk5rhqX,USRC19603248,https://open.spotify.com/track/1dstLlsgEFPsaiccsUz2SP,NA,B,major,B major
475,0.774,0.851,11,-2.795,0,0.255,0.0651,0,0.0568,0.695,180.086,1kMUGCt7XLDc5Q64Vl0H8S,4,2020-01-08T23:38:04Z,FALSE,NA,kesarleon,1,257864,FALSE,TRUE,https://api.spotify.com/v1/tracks/1kMUGCt7XLDc5Q64Vl0H8S,FALSE,Bellacoso,70,https://p.scdn.co/mp3-preview/b8b21e99fc33ccd5e727883f14b5690dce2f791f?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,1,track,spotify:track:1kMUGCt7XLDc5Q64Vl0H8S,single,https://api.spotify.com/v1/albums/0un8ZRojNl6fYFRHYzQ9GG,0un8ZRojNl6fYFRHYzQ9GG,Bellacoso,26/07/2019,day,1,album,spotify:album:0un8ZRojNl6fYFRHYzQ9GG,https://open.spotify.com/album/0un8ZRojNl6fYFRHYzQ9GG,USSD11900229,https://open.spotify.com/track/1kMUGCt7XLDc5Q64Vl0H8S,NA,B,minor,B minor
476,0.459,0.931,5,-5.024,1,0.0612,0.00126,0.00881,0.412,0.419,135.826,20j7B6mL9gnNvG3ic6Vwh5,4,2020-01-09T15:37:11Z,FALSE,NA,kesarleon,1,200693,FALSE,FALSE,https://api.spotify.com/v1/tracks/20j7B6mL9gnNvG3ic6Vwh5,FALSE,Hate To Say I Told You So,68,https://p.scdn.co/mp3-preview/84adc95aa96273e334bcaf0531f11bf53b10106d?cid=8dabc4c0795a4b0ea6544e0f21967c2a,TRUE,6,track,spotify:track:20j7B6mL9gnNvG3ic6Vwh5,album,https://api.spotify.com/v1/albums/1C4UGzx5gD9b3X0UfAhY7z,1C4UGzx5gD9b3X0UfAhY7z,Veni Vidi Vicious,12/09/2000,day,12,album,spotify:album:1C4UGzx5gD9b3X0UfAhY7z,https://open.spotify.com/album/1C4UGzx5gD9b3X0UfAhY7z,SEVHC0007060,https://open.spotify.com/track/20j7B6mL9gnNvG3ic6Vwh5,NA,F,major,F major
